beer_beerid,beer_style,beer_style_id,beer_name
20980,English Porter,49,Classic Porter
25399,Fruit / Vegetable Beer,60,Cambridge House Wilhelm's Wild Blueberry
61020,Berliner Weissbier,27,Cambridge House Berliner Weisse
29004,Irish Red Ale,68,Cambridge House Scanlon's Red
6336,American Adjunct Lager,1,Tesoro
43268,Bière de Garde,29,Ambrèe
43237,Saison / Farmhouse Ale,92,Bière De Mars
7663,English Brown Ale,44,Holiday Ale
25742,English Pale Ale,47,Pub Pale Ale
25297,American Amber / Red Ale,2,Red Light
7208,Pumpkin Ale,85,Pumpkin Spice
55012,English Dark Mild Ale,45,English Dark Ale
25296,English Pale Ale,47,Pie-Eyed Pale Ale
33372,Scottish Ale,95,Tilted Kilt Scottish Ale
24553,Oatmeal Stout,83,Stone Cellar Stout
7570,English Brown Ale,44,Downtown Brown Ale
10639,Belgian Pale Ale,24,Belgium-Luxemburg Mixed Up Ale
30316,Doppelbock,37,Caffeinator Dopplebock
25299,American Pale Wheat Ale,16,Houdini Honey Wheat
10636,Fruit / Vegetable Beer,60,Cherry Creek
6081,Märzen / Oktoberfest,82,Oktoberfest
16016,Winter Warmer,102,Winter Ale
25597,Milk / Sweet Stout,79,Vanishing Vanilla Stout
24507,English Pale Ale,47,English Six Grain Ale
10637,American Pale Ale (APA),14,Fox River Classic Ale
8109,German Pilsener,61,Marquette Pilsner
30318,English Barleywine,42,Blindsided Barley Wine
30315,English India Pale Ale (IPA),46,Pie-Eyed India Pale Ale
4553,American Stout,18,Houdini's Escape Stout
11483,American Dark Wheat Ale,8,Summertime Ale (Special Hoppy Liberty Edition)
72166,Oatmeal Stout,83,Fosca Stout
73756,English Strong Ale,51,Art Coure
22487,Light Lager,76,Tiger Town Beer
20642,American Amber / Red Lager,3,Big Easy
36116,Vienna Lager,99,Too Soo Brew
36117,Euro Pale Lager,53,Honk Kong Beer
36115,English Pale Ale,47,Aldrich Bay Pale Ale
4356,English India Pale Ale (IPA),46,Dragon's Back
34495,American Amber / Red Ale,2,Stone Levitation Ale Double Dry Hopped
75086,Belgian Strong Pale Ale,26,Stone 11.11.11 Vertical Epic Ale
58048,Saison / Farmhouse Ale,92,Saison Du BUFF
60106,American Black Ale,5,Double Dry Hopped Sublimely Self-Righteous Ale
57114,American Strong Ale,19,El Camino (Un)Real Black Ale
56068,American Barleywine,4,Stone Old Guardian Barley Wine Style Ale 2010
3678,American Barleywine,4,Stone Old Guardian Barley Wine Style Ale 2002
32360,American Double / Imperial IPA,9,Stone 10th Anniversary IPA
28687,American Barleywine,4,Stone Old Guardian Barley Wine Style Ale 2006
53428,American Double / Imperial IPA,9,Stone Ruination IPA With Simcoe Hops
44461,Tripel,98,Belgian Style Tripel Ale/Collaboration
76525,American IPA,12,The Alchemist / Ninkasi / Stone - More Brown Than Black IPA
65997,American Strong Ale,19,Crime
65452,American Strong Ale,19,Stone Double Bastard With Chipotle Peppers
1878,American Double / Imperial IPA,9,Stone 5th Anniversary IPA
66037,Scotch Ale / Wee Heavy,94,Highway 78 Scotch Ale
37326,Belgian Strong Pale Ale,26,Stone 07.07.07 Vertical Epic Ale
31079,American Barleywine,4,StoneWall Ale
59369,American Double / Imperial IPA,9,Stone 14th Anniversary Emperial IPA
66268,American Barleywine,4,Stone Old Guardian Barley Wine Style Ale 2011
69363,Russian Imperial Stout,89,Stone Belgo Anise Imperial Russian Stout
23495,Belgian Strong Dark Ale,25,Stone 05.05.05 Vertical Epic Ale
8294,American Barleywine,4,Stone Old Guardian Barley Wine Style Ale 2003
52828,American Porter,17,Kona Coffee Macadamia Coconut Porter
74894,American Porter,17,Stone Smoked Porter With Coconut
48748,American Amber / Red Ale,2,Stone Imperial Red
65424,American Strong Ale,19,Stone Double Dry Hopped Lukcy Basartd Ale
14265,American Barleywine,4,Stone Old Guardian Barley Wine Style Ale 2000
5752,Baltic Porter,21,Stone 6th Anniversary Porter
42172,Belgian Strong Pale Ale,26,Stone 07.07.07 Vertical Epic Ale (Red Wine Barrel Aged)
11860,American Pale Ale (APA),14,Stone 7th Anniversary Ale
71405,Milk / Sweet Stout,79,Jason Fields & Kevin Sheppard / Tröegs / Stone Cherry Chocolate Stout
60171,American Wild Ale,20,Stone Estate-grown Peach Sour
16441,Belgian Strong Pale Ale,26,Stone 04.04.04 Vertical Epic Ale
65279,Belgian Strong Pale Ale,26,Stone 08.08.08 Vertical Epic Ale (Bourbon Barrel Aged)
34438,American Porter,17,Stone Smoked Porter Brandy Barrel Aged
74272,Pumpkin Ale,85,The Bruery / Elysian / Stone La Citrueille Celeste De Citracado
58277,American Double / Imperial Stout,11,Bourbon Barrel 12th Anniversary Bitter Chocolate Oatmeal Stout
61132,English India Pale Ale (IPA),46,Stone Double Dry Hopped 14th Anniversary
76299,American Black Ale,5,El Camino (Un)Real Black Ale Aged In Virgin American Oak Barrels
60174,American Wild Ale,20,Stone Funky Sour
36707,American Porter,17,Stone Smoked Porter With Chipotle
43693,American Porter,17,Stone Smoked Porter With American Oak
15617,American Barleywine,4,Stone Old Guardian Barley Wine Style Ale 2004
41607,American Pale Ale (APA),14,Stone Pale Ale Bourbon Barrel Aged With Loquats
44155,American Barleywine,4,Stone Old Guardian Barley Wine Style Ale Aged In Bourbon Barrels
72138,American Black Ale,5,Stone 15th Anniversary Escondidian Imperial Black IPA
44138,Belgian IPA,23,Stone 08.08.08 Vertical Epic Ale
17135,Belgian Strong Pale Ale,26,2004 Symposium Ale
25353,American Strong Ale,19,Stone 9th Anniversary Ale
71001,American Pale Ale (APA),14,Stone Cask Aid
40763,American IPA,12,Stone 11th Anniversary Ale With Simcoe
49281,American Pale Ale (APA),14,Stone Pale Ale With Coriander
65361,Belgian Strong Dark Ale,25,Stone 09.09.09 Vertical Epic Ale (Red Wine Barrel Aged)
48523,American Barleywine,4,Stone Old Guardian Barley Wine 2009 Double Dry Hopped
34456,American Double / Imperial IPA,9,Stone Ruination IPA Double Dry Hopped
70246,American Black Ale,5,SoCal Hop Salute Black Double IPA
66036,American Barleywine,4,Stone Old Guardian BELGO Barleywine
1946,Hefeweizen,65,Franziskaner Hefe-Weisse
60506,American Strong Ale,19,Bell's 25th Anniversary Ale
236,English Brown Ale,44,Hobgoblin
8789,Belgian Strong Dark Ale,25,Stone 03.03.03 Vertical Epic Ale
8951,American Strong Ale,19,Oaked Arrogant Bastard Ale
40744,American Barleywine,4,Stone Old Guardian Barley Wine Style Ale 2008
52752,Russian Imperial Stout,89,Stone Imperial Russian Stout Aged In Bourbon Barrels
7282,English Porter,49,Original Flag Porter 1825
90,American Porter,17,Stone Smoked Porter
51399,American Double / Imperial Pilsner,10,Juxtaposition Black Pilsner
60842,American Pale Ale (APA),14,San Diego County Session Ale
57548,Russian Imperial Stout,89,Stone Imperial Russian Stout 10th Anniversary Blend
49423,Euro Dark Lager,52,Stone Bombastic Lager
45840,American Strong Ale,19,Oaked Double Bastard Ale
34470,American Barleywine,4,Stone Old Guardian Barley Wine Style Ale 1999
1056,American Strong Ale,19,Double Bastard Ale
40762,Oatmeal Stout,83,Oatmeal Stout
60783,American Amber / Red Ale,2,Stone Levitation Ale With Simcoe Hops
11746,American Double / Imperial IPA,9,Stone 3rd Anniversary IPA
48750,American Stout,18,Stone Everything But The Kitchen Sink Stout
44805,Munich Dunkel Lager,80,Franconia Dunkel
87,American Pale Ale (APA),14,Stone Pale Ale
70606,American Stout,18,Espresso Nut  Brown Stout
39582,American Stout,18,Full Moon Stout
74917,American Strong Ale,19,Arrogant Bastard Ale With Coconut
64707,Extra Special / Strong Bitter (ESB),55,ESB
7253,English Dark Mild Ale,45,Black Dog Mild
12888,English Dark Mild Ale,45,Stone Lee's Mild
42165,American IPA,12,Stone California Double IPA
73852,American Barleywine,4,Stone Old Guardian BELGO Barleywine (Bourbon Barrel)
57135,American Pale Ale (APA),14,Stone Pale Ale With Cascade Hops
65998,American Strong Ale,19,Punishment
69181,American Black Ale,5,Supremely Self Conscious Ale
34439,American Double / Imperial IPA,9,Stone 10th Anniversary IPA Double Dry Hopped
43491,American Double / Imperial Stout,11,Stone 12th Anniversary Bitter Chocolate Oatmeal Stout
42,English Brown Ale,44,Dark Ale
1321,American Adjunct Lager,1,Modelo Especial
30928,Belgian Strong Dark Ale,25,Stone 06.06.06 Vertical Epic Ale
1318,American Adjunct Lager,1,Schaefer
47772,American Barleywine,4,Stone Old Guardian Barley Wine Style Ale 2009
46085,Winter Warmer,102,Special Holiday Ale
46420,German Pilsener,61,Stuttgarter Hofbräu Herren Pils
4164,German Pilsener,61,Druid Hills Pilsner
8594,Winter Warmer,102,Winter
26454,Irish Dry Stout,67,McGuire's Irish Stout
68337,American Porter,17,Stone Smoked Porter Bourbon Barrel Aged
11630,Dunkelweizen,40,Dunkel Weiss
924,Dunkelweizen,40,Franziskaner Hefe-Weisse Dunkel
34909,American Barleywine,4,Stone Old Guardian Barley Wine Style Ale 2007
2755,American Adjunct Lager,1,Pacífico
1944,Munich Helles Lager,81,Spaten Münchner Hell (Premium Lager)
667,Munich Dunkel Lager,80,Negra Modelo
233,Light Lager,76,Corona Light
582,Märzen / Oktoberfest,82,Spaten Oktoberfestbier Ur-Märzen
19186,American Brown Ale,7,Stone 8th Anniversary Ale
11700,Czech Pilsener,36,Montejo
38446,American Porter,17,Stone Smoked Porter With Vanilla Bean
75615,American Barleywine,4,Stone Old Guardian BELGO Barleywine (Red Wine Barrel)
49479,American Strong Ale,19,Arrogant Bastard Ale Aged In Brandy Barrels
99,Doppelbock,37,Spaten Optimator
48749,Scottish Ale,95,Stone Peated Scotch Ale
62645,American Strong Ale,19,Lukcy 13asartd Ale
7745,Scottish Ale,95,Scottish Ale
44126,American Strong Ale,19,2006 Double Bastard Ale Aged In Brandy Barrels
75045,American Black Ale,5,Stone Sublimely Self-righteous Ale With Amarillo Hops
48063,Belgian IPA,23,Stone SuperCaliBelgolistic Ale
74932,American Double / Imperial IPA,9,Stone Ruination IPA Oaked Double Dry Hopped
14856,Weizenbock,100,Weizenbock
47748,Munich Dunkel Lager,80,Spaten Dunkel
41035,Belgian Strong Dark Ale,25,Cannibal Nocturnum
76101,American Black Ale,5,Stone 15th Anniversary Escondidian Imperial Black IPA With Espresso Beans
45210,American IPA,12,Stone Wet Hopped IPA
48762,American Barleywine,4,Stone Old Guardian Barley Wine Style Ale Aged In Red Wine Barrels
36550,American Double / Imperial IPA,9,Stone Ruination IPA Triple Dry Hopped
34436,American IPA,12,Stone IPA Double Dry Hopped
65688,American Pale Ale (APA),14,Coriander Pale Ale
73759,American Black Ale,5,Stone Double Dry Hopped 15th Anniversary
49352,American Strong Ale,19,Arrogant Bastard Ale Aged In Bourbon Barrels
46857,American Double / Imperial IPA,9,Stone Ruination IPA With Columbus & Chinook Hops
6525,English Stout,50,Black Wych
12973,Tripel,98,Sawyer's Triple
20168,American IPA,12,Hoptical Illusion
21700,American Barleywine,4,Stone Old Guardian Barley Wine Style Ale 2005
64783,American Strong Ale,19,Stone Dry Hopped Arrogant Bastard Ale
3744,Maibock / Helles Bock,78,Spaten Maibock / Premium Bock
35701,Doppelbock,37,Tough Man Dopplebock
3445,Witbier,103,Stone  02.02.02  Vertical  Epic  Ale
62372,Russian Imperial Stout,89,Stone Imperial Russian Belgo Stout
43389,American Double / Imperial Stout,11,Stone Belgian Chocolate Stout
60326,American Pale Lager,15,Lime Kiln Lager
58901,Russian Imperial Stout,89,Stone Imperial Russian Stout With American Oak
642,American Double / Imperial IPA,9,Stone 4th Anniversary IPA
56438,American IPA,12,Stone IPA Dry Hopped With Centennial
53108,Märzen / Oktoberfest,82,Black Oak Oaktoberfest
56544,American Strong Ale,19,Double Bastard Ale Double Dry Hopped
67239,American Strong Ale,19,Arrogant Bastard Ale Double Dry Hopped
72579,American Porter,17,Barrel Aged Ken Schmidt/Maui/Stone Kona Coffee Macadamia Coconut Porter
18207,Fruit / Vegetable Beer,60,Blue Point Blueberry
232,American Adjunct Lager,1,Corona Extra
34319,Dortmunder / Export Lager,38,Stuttgarter Hofbräu Weihnachts-bier
6508,Vienna Lager,99,Victoria
47124,American Brown Ale,7,Winter Brown
20666,American IPA,12,Hop Dragon
71463,American Amber / Red Ale,2,Copper Ale
50832,American Amber / Red Ale,2,Scottish Red
41080,Irish Dry Stout,67,Stout
41081,American IPA,12,India Pale Ale
49511,Czech Pilsener,36,Szot Pilsner
1945,German Pilsener,61,Spaten Pils
2701,English Brown Ale,44,Black Oak Nut Brown Ale
69196,American Pale Ale (APA),14,Gaita
41583,American Pale Ale (APA),14,Pacific Jade Pale Ale
2010,American Double / Imperial Stout,11,Bell's Java Stout
794,American Amber / Red Ale,2,Bell's Amber Ale
64461,German Pilsener,61,Spendrups Premium Pilsner
73911,Euro Pale Lager,53,Mariestads Tradition
2007,Munich Dunkel Lager,80,Christoffel Robertus
49163,German Pilsener,61,"Spendrups Old Gold 4,7"
73876,American Pale Lager,15,Pistonhead Kustom Lager
4948,English India Pale Ale (IPA),46,India Pale Ale
17152,Bock,31,Spendrups Julbock
22922,American Amber / Red Ale,2,Raging Rhino Red
23310,Fruit / Vegetable Beer,60,Black Oak Double Chocolate Cherry Stout
62296,Russian Imperial Stout,89,Stone Imperial Russian Stout 10th Anniversary GK's Mad Man Mix
62136,Fruit / Vegetable Beer,60,Black Oak Papaya Pale Ale
51086,Saison / Farmhouse Ale,92,Black Oak Summer Saison - Marmalade Edition
38912,American Brown Ale,7,Black Oak Maple Nut Brown
17337,Winter Warmer,102,Black Oak Winter Ale
51955,Light Lager,76,Norrlands Guld Ljus
53860,Fruit / Vegetable Beer,60,Black Oak Lime Light Pale Ale
40566,American Porter,17,Black Oak Nutcracker Cinnabomb
39495,Fruit / Vegetable Beer,60,Black Oak Transvestites Tipple
33353,American Brown Ale,7,Black Oak Dirty Bomb
26550,American Brown Ale,7,Black Oak Whiskey Barrel Aged Nut Brown Ale
54367,American Double / Imperial IPA,9,Black Oak Ten Bitter Years Anniversary Ale
73467,Fruit / Vegetable Beer,60,Black Oak Gender Bender
33349,American Pale Ale (APA),14,Black Oak H&H Overkill
32984,American Pale Ale (APA),14,Black Oak Wet Hop Pale Ale
39241,American Porter,17,Black Oak Bourbon Barrel Nutcracker Porter
9144,Euro Pale Lager,53,Spendrups Export
75210,Herbed / Spiced Beer,66,Black Oak Reethi's Mole Ole Nut Brown
58773,Fruit / Vegetable Beer,60,Black Oak Mucho Mango
47679,American Stout,18,Black Oak Double Chocolate Stout
41997,Euro Pale Lager,53,Mariestads Prima Lager
27116,Bière de Garde,29,Jenlain Ambrée
75209,American Porter,17,Black Oak Decaf Balzac's Coffee Porter
70189,American Stout,18,Black Oak - Cheshire Valley - Great Lakes Anise In Chains
18649,Saison / Farmhouse Ale,92,Black Oak Summer Saison
42315,American Pale Ale (APA),14,White Dog Pale Ale
24364,American Pale Ale (APA),14,Black Oak Hop Bomb
75208,American Porter,17,Black Oak Vanilla Bean Nutcracker Porter
22921,American Blonde Ale,6,Barracuda Blonde
8095,American Porter,17,Black Oak Nutcracker Porter
2710,American Pale Ale (APA),14,Black Oak Pale Ale
14943,Winter Warmer,102,Bah Humbug
22691,Schwarzbier,93,Ur-Krostitzer Schwarzes
43785,American Porter,17,Pin-up Porter
73374,American Stout,18,Black Oak Cafe Au Lait
62616,American Brown Ale,7,Black Oak Chocolate Bannana Bread
45424,Fruit / Vegetable Beer,60,Black Oak Sweet Potato Nut Brown Ale
69659,American IPA,12,Black Oak RIPA
52154,Bock,31,Autor
45353,German Pilsener,61,Pilsen Rubia
45364,Bock,31,Munich Tostada
22690,German Pilsener,61,Ur-Krostitzer Feinherbes Pilsner
67195,Euro Pale Lager,53,Brutal Brewing Cheap Thrills
20233,Euro Pale Lager,53,"Spendrups 3,5"
22007,Euro Pale Lager,53,Spendrups Mellanöl
65154,Euro Pale Lager,53,Spendrups Premium Lager
17931,Black & Tan,30,Spendrups Fifty Fifty
22013,Märzen / Oktoberfest,82,Mariestads Påskbrygd
22014,Euro Pale Lager,53,Spendrups Grängesbergs Pilsner
51056,Euro Pale Lager,53,"Tingsryd Pilsner 2,8"
65901,Euro Pale Lager,53,Bistro Lager
8926,German Pilsener,61,"Spendrups Old Gold 5,0"
41582,American Porter,17,Smoked Porter
30388,Light Lager,76,"Spendrups Bright 3,5"
21212,Vienna Lager,99,Norrlands Jul
38900,Baltic Porter,21,Mariestads Porter
22009,Dortmunder / Export Lager,38,Norrlands Guld Export
22012,Euro Strong Lager,54,"Spendrups Mariestads 7,2"
75851,Vienna Lager,99,Bryggeriets Julspecial 3.5
51666,Märzen / Oktoberfest,82,"Mariestads Höstbrygd 3,5"
17893,Euro Dark Lager,52,Spendrups Röd Lager
57520,American Pale Lager,15,Pistonhead Summer Brew - Low Ridin' Lager
63554,American Brown Ale,7,Pistonhead Chimney Sweeper
36293,Light Lager,76,"Spendrups Bright 5,0"
37172,Euro Pale Lager,53,"Mariestads Sommarbrygd 5,3%"
63551,Bock,31,Bryggeriets Julspecial
67444,American Pale Lager,15,Pistonhead Cruisin' Lager
35709,Euro Dark Lager,52,"Spendrups Röd Lager 3,5%"
59796,Euro Pale Lager,53,"Spendrups 2,1 Premium Lager"
61335,Low Alcohol Beer,77,Spendrups Premium Lager Alkoholfri
55358,American Pale Lager,15,Pistonhead Hot Roddin' Lager
60677,Euro Pale Lager,53,Risingsbo 1856 Lättöl
20985,Euro Pale Lager,53,"Spendrups Premium Gold 5,9%"
67846,Euro Pale Lager,53,Unleashed Freedom Lager
22142,Euro Pale Lager,53,Spendrups Lucky Star
49120,Euro Pale Lager,53,"Risingsbo 1856 2,8%"
20925,Euro Dark Lager,52,"Spendrups Julbrygd 5,3"
27228,Vienna Lager,99,"Mariestads Julebrygd 3,5%"
22256,Vienna Lager,99,Spendrups Bayerskt Lättöl
22011,Dortmunder / Export Lager,38,Mariestads Export
4079,English Pale Ale,47,Scarecrow Ale
21579,Euro Pale Lager,53,"Spendrups 2,8"
56432,American IPA,12,Nice Rack IPA
74047,American Pale Lager,15,Pistonhead Plastic Fantastic
27605,Vienna Lager,99,"Spendrups Julbrygd 3,5"
21933,German Pilsener,61,"Spendrups Old Gold Pils 3,5"
64078,Euro Dark Lager,52,Spendrups Gammeldags Svagdricka
49161,Euro Strong Lager,54,Mariestads Old Ox
72622,Euro Pale Lager,53,Mariestads Continental
21150,Vienna Lager,99,Mariestads Julebrygd
9145,Euro Pale Lager,53,Spendrups Lättöl
67449,Bock,31,Gotlands Bocken I Paradiset
33386,Euro Pale Lager,53,Fatöl Special
22010,Dortmunder / Export Lager,38,Norrlands Guld Dynamit
24096,Euro Pale Lager,53,"Mariestads Sommarbrygd 3,5%"
22300,Euro Pale Lager,53,Wårby Stockholm
64645,Vienna Lager,99,"Spendrups Julbrygd 2,1"
22856,Euro Strong Lager,54,Wårby Stockholm Extra Stark
29901,Euro Pale Lager,53,"Spendrups Premium Gold 3,5%"
4796,German Pilsener,61,Auckland Pilsener
8466,English Dark Mild Ale,45,Auckland Dark Ale
10147,Euro Pale Lager,53,Pikes Oakbank New Sparkling
76727,English Stout,50,Pikes Genuine Stout
76584,Czech Pilsener,36,Pikes Oakbank Beer Pilsner
22923,Irish Dry Stout,67,Lord Stanley's Dry Stout
35272,English Bitter,43,Back Bay Bitter
32380,American IPA,12,UCIPA
42313,American Brown Ale,7,Tongva Brown Ale
42307,American Stout,18,Java Stout
28885,Old Ale,84,Poor Richards
39817,American Porter,17,Malt Ball
33182,American Stout,18,Espresso Stout
22523,American Pale Wheat Ale,16,Hairy Weasel Hefeweizen
32583,American Pale Wheat Ale,16,Titanium Wheat
69220,American IPA,12,Guava IPA
51059,American Porter,17,Oompa Loompa Chocolate Porter
41314,Oatmeal Stout,83,McFaddins Oatmeal Stout
44654,American Porter,17,French Pete's Porter
2540,American IPA,12,Bombay Bomber India Pale Ale
62664,American Pale Lager,15,Gold Digger Northwest Lager
52310,Czech Pilsener,36,Na Zdraví
46680,American Stout,18,Sledgehammer Stout
43784,American Pale Ale (APA),14,Pale Ale
49659,American Amber / Red Ale,2,Woodshed Red
56433,American Barleywine,4,Bourbon Oak Aged Barleywine (2008 Reserve)
45903,Winter Warmer,102,Old Humbug
20018,American IPA,12,Key West Golden Ale
76909,Russian Imperial Stout,89,Black Heart Imperial Stout
55298,Extra Special / Strong Bitter (ESB),55,Extra Special Britt
43783,American Blonde Ale,6,Gold Ale
43786,American IPA,12,IPA
5345,Light Lager,76,Schaefer Light
75488,American Malt Liquor,13,Mamba
54800,Schwarzbier,93,Räuberchen Schwarz
54799,Dortmunder / Export Lager,38,Räuberchen Blond
63651,Hefeweizen,65,Stuttgarter Hofbrau Malteser Weissbier
8175,German Pilsener,61,Stuttgarter Hofbräu Pilsner
74832,Dortmunder / Export Lager,38,Stuttgarter Hofbräu Bügel Premium
24163,Low Alcohol Beer,77,Stuttgarter Hofbräu Alkoholfrei
52999,German Pilsener,61,Brugel-Special
23731,German Pilsener,61,Stuttgarter Hofbräu Fruhlingsbier
12848,Märzen / Oktoberfest,82,Stuttgarter Hofbräu Volksfestbier
24629,Belgian Pale Ale,24,L'Ambrasse-Temps (Louvain-la-Neuve)
4807,German Pilsener,61,Silva Original Pils
4808,Schwarzbier,93,Silva Strong Dark Beer
46183,Light Lager,76,Hektor
46267,Euro Pale Lager,53,Bohemia Gold
57699,Czech Pilsener,36,Jeek 11°
64244,Euro Dark Lager,52,&#268;ertovský Speciál 16°
51872,Czech Pilsener,36,Tel&#269;ský Zachariá
46119,Light Lager,76,Donauer Gold
22982,Euro Strong Lager,54,Jihlavsky Grand
4165,American Pale Ale (APA),14,Park Trail Ale
4166,American Amber / Red Ale,2,Olmsted Amber
49862,American Pale Ale (APA),14,Piedmont Pale
20699,Bock,31,Bill's Killer Bock
40952,American IPA,12,India Pale Ale
4167,American Porter,17,Piedmont Porter
47114,Saison / Farmhouse Ale,92,Farmhouse Ale
32516,American Dark Wheat Ale,8,Honey Wheat
55083,Scotch Ale / Wee Heavy,94,Filthy Kilt Wee Heavy
32513,American IPA,12,Rough House IPA
27498,Herbed / Spiced Beer,66,Winter Spice
48014,Belgian Strong Pale Ale,26,Consecrator Grand Cru
27496,Scotch Ale / Wee Heavy,94,McNair's Scottish Brown - High Gravity
46339,American Pale Ale (APA),14,Rusty Nail Pale Ale
47222,Kölsch,73,Level-Headed Blonde
47103,Irish Red Ale,68,Kill-a-Man Red
2820,American Barleywine,4,Blue Point Old Howling Bastard
47113,American Brown Ale,7,Joe's Nut Brown
42396,American Amber / Red Ale,2,Hammerhead Red
42395,American Porter,17,Alligator Ale
44746,Belgian Pale Ale,24,La Belle Province
51614,American IPA,12,Grifter IPA
4585,American Blonde Ale,6,Blue Point Summer Ale
71613,American Pale Ale (APA),14,Draught Pale Ale
71614,American Amber / Red Ale,2,Alehouse Amber Ale
28702,Winter Warmer,102,Winter Ale
3560,American Amber / Red Ale,2,Havana Red
17912,Oatmeal Stout,83,Kelly's Oatmeal Stout
3559,American Porter,17,Chocolate Porter
3259,Hefeweizen,65,Kelly's Southern Clipper
61859,American IPA,12,Inukshuk IPA
7209,American IPA,12,Full Tilt IPA
75010,Russian Imperial Stout,89,Your Black Heart Russian Imperial Stout
57473,Irish Red Ale,68,Big Red Ale
5940,American Amber / Red Ale,2,Mile Rock Amber Ale
7587,Fruit / Vegetable Beer,60,Raspberry Brown Ale
44504,American Blonde Ale,6,Lightning Bold Gold
6716,Witbier,103,Harbor City Harvest Wheat
26905,Witbier,103,Father Damien's Belgian Wit
25311,American Pale Ale (APA),14,Big Skeeter Pale Ale
7797,English Brown Ale,44,Main Street Brown Ale
44501,American Amber / Red Ale,2,Hammerhead Red/Thoroughbred Red
44503,American Blonde Ale,6,Clearwater Light
25310,English Porter,49,Alligator Ale (porter)
76529,American Pale Ale (APA),14,American Pale Ale
76579,Hefeweizen,65,Weizen
76580,American Brown Ale,7,American Brown Ale
44473,American IPA,12,Gangster IPA
23478,Hefeweizen,65,Crusaders' Weizen
61922,American Amber / Red Ale,2,Hideout Hemp Ale
27943,Russian Imperial Stout,89,Hideout Imperial Stout
23481,American Stout,18,Smuggler's Hazelnut Stout
31627,American Double / Imperial IPA,9,Double IPA
25022,Extra Special / Strong Bitter (ESB),55,FDR's ESB
71395,German Pilsener,61,Cherry Mango Chile Pineapple Pilsner
66141,American Black Ale,5,Black IPA
23479,American IPA,12,Bootleg IPA
74184,American Pale Ale (APA),14,N.W.A. (New World Ale)
45645,Dubbel,39,Aged Abbey Ale
23480,American Stout,18,Cement Shoe Stout (aka Nitro Stout)
27944,American Brown Ale,7,Spiced Chocolate Rye
64420,American Stout,18,300 Batch
49793,American Porter,17,Barrel Aged Porter
31650,Belgian Pale Ale,24,Belgian Pale Ale
31737,Dubbel,39,Abbey Ale
23477,Czech Pilsener,36,Purple Gang Pilsner
27942,Tripel,98,Belgian Tripple
71397,American Double / Imperial IPA,9,Double Bubble DIPA With Bubblegum
44043,American Brown Ale,7,Double Down Brown
43861,American IPA,12,See No Evil IPA
43862,Herbed / Spiced Beer,66,Green Tea Pale Ale
44042,Tripel,98,Tenacious Apple Tripel
44076,Belgian IPA,23,Speak No Evil Belgian IPA
44044,Oatmeal Stout,83,Silver Back Stout
44040,Witbier,103,White Flag
40338,American Barleywine,4,McGuires Barlewine
34984,Belgian Strong Pale Ale,26,Millenium Ale
26458,Bock,31,McGuire's Moosenator
26456,Fruit / Vegetable Beer,60,McGuire's Irish Raspberry Wheat
26457,American Blonde Ale,6,McGuire's Light Ale
26453,Irish Red Ale,68,McGuire's Irish Red Ale
26455,English Porter,49,McGuire's Porter
66997,American Double / Imperial Stout,11,McGuire's Raspberry Imperial Stout
59136,English India Pale Ale (IPA),46,McGuire's India Pale Ale
54604,Belgian Strong Dark Ale,25,Certified Evil
62666,Witbier,103,Wooden Shoe Stallostown Wheat
35285,American Pale Lager,15,Wooden Shoe Lager
73106,Märzen / Oktoberfest,82,Minster Oktoberfest
35286,Bock,31,Wooden Shoe Bock
70177,American Pale Ale (APA),14,Canoe Pale Ale
45331,Belgian Strong Dark Ale,25,Vleteren Dark Old Strong Ale
14376,Altbier,0,Vleteren Alt
8890,Belgian Strong Pale Ale,26,Antiek Blond
49890,Belgian Strong Dark Ale,25,Vleteren Alt (Bruin)
16939,Belgian Pale Ale,24,Antiek Super 5 Blonde
65573,Tripel,98,Westoek XX
64116,Tripel,98,Westoek
19368,Euro Pale Lager,53,Bluetongue Premium Lager
10909,American Stout,18,The Full Monty Stout
20096,Belgian Strong Pale Ale,26,Vleteren Super 8
49888,Belgian Strong Pale Ale,26,Vleteren Alt (Blond)
8915,Belgian Strong Dark Ale,25,Antiek Bruin
1038,American Stout,18,Striper Stout
39741,American Porter,17,Team Porter
47125,American Stout,18,Lil' Rasputin
10908,American Pale Ale (APA),14,Tiger Tail Ale
20709,Märzen / Oktoberfest,82,Oktoberfest
39851,American Brown Ale,7,Nude Castle
1036,American IPA,12,Plainsman IPA
39000,American IPA,12,Knuckle Under IPA
33239,Rye Beer,90,Catch Her In The Rye
21669,Dubbel,39,The Monk's Dubbel
39486,American Blonde Ale,6,The Village Hunny Blonde Ale
20667,American Brown Ale,7,Wildman Steve's Hemp Ale
1037,American Amber / Red Ale,2,Auburn Amber
41074,Winter Warmer,102,Christmas Ale
41079,American Pale Ale (APA),14,Pale Ale
50831,American Brown Ale,7,Nut Brown Ale
64020,Märzen / Oktoberfest,82,Oktoberfest
41082,American Porter,17,Porter
74738,German Pilsener,61,Winkler 1617
72662,Doppelbock,37,Alt-Amberger Doppelbock
39636,Vienna Lager,99,Jolly Vienna Lager
39602,American Pale Ale (APA),14,Jolly Pale Ale
39601,Hefeweizen,65,Jolly Weizen
48989,American Pale Ale (APA),14,Szot Pale Ale
